instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category
9766,2012-02-16,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343,5,211,216,Cold
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145,Moderate
9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0.0,3,108,111,Cold
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73,Cold
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0.0,2,32,34,Cold
9771,2012-02-17,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0.0,2,16,18,Cold
9772,2012-02-17,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12,Cold
9773,2012-02-17,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1,Cold
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1,Cold
9775,2012-02-17,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16,Cold
9776,2012-02-17,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71,Cold
9777,2012-02-17,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226,Cold
9778,2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520,Cold
9779,2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283,Cold
9780,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,Moderate
9781,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,Moderate
9782,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,Moderate
9783,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,Moderate
9784,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,Moderate
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,Moderate
9786,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,Moderate
9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,Moderate
9788,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,Moderate
9789,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,Moderate
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,Moderate
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,Moderate
9792,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,Moderate
9793,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,Moderate
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,Moderate
9795,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,Cold
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,Cold
9797,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,Cold
9798,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7,Cold
9799,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,Cold
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9,Cold
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41,Cold
9802,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102,Cold
9803,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,Cold
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,Cold
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,Cold
9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,Moderate
9807,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,Moderate
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,Moderate
9809,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,Moderate
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,Moderate
9811,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,Moderate
9812,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,Moderate
9813,2012-02-18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,Moderate
9814,2012-02-18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,Moderate
9815,2012-02-18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,Moderate
9816,2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,Moderate
9817,2012-02-18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,Moderate
9818,2012-02-19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,Moderate
9819,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,Cold
9820,2012-02-19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,Cold
9821,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,Cold
9822,2012-02-19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,Cold
9823,2012-02-19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,Cold
9824,2012-02-19,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,Cold
9825,2012-02-19,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,Cold
9826,2012-02-19,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,Cold
9827,2012-02-19,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,Cold
9828,2012-02-19,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,Cold
9829,2012-02-19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,Cold
9830,2012-02-19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,Cold
9831,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,Cold
9832,2012-02-19,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,Cold
9833,2012-02-19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,Cold
9834,2012-02-19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,Cold
9835,2012-02-19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,Cold
9836,2012-02-19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,Cold
9837,2012-02-19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,Cold
9838,2012-02-19,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,Cold
9839,2012-02-19,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,Cold
9840,2012-02-19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,Cold
9841,2012-02-19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,Cold
9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,Cold
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,Cold
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,Cold
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,Cold
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,Cold
9847,2012-02-20,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,Cold
9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,Cold
9849,2012-02-20,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,Cold
9850,2012-02-20,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,Cold
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,Cold
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,Cold
9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,Cold
9854,2012-02-20,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,Cold
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,Cold
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,Moderate
9857,2012-02-20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,Moderate
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,Moderate
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,Moderate
9860,2012-02-20,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,Moderate
9861,2012-02-20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,Moderate
9862,2012-02-20,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,Cold
9863,2012-02-20,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,Cold
9864,2012-02-20,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26,Cold
9865,2012-02-21,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12,Cold
9866,2012-02-21,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7,Cold
9867,2012-02-21,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3,Cold
9868,2012-02-21,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,Cold
9869,2012-02-21,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15,Cold
9870,2012-02-21,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86,Cold
9871,2012-02-21,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279,Cold
9872,2012-02-21,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,Cold
9873,2012-02-21,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,Cold
9874,2012-02-21,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,Cold
9875,2012-02-21,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,Cold
9876,2012-02-21,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,Cold
9877,2012-02-21,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,Moderate
9878,2012-02-21,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,Cold
9879,2012-02-21,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,Moderate
9880,2012-02-21,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,Moderate
9881,2012-02-21,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,Moderate
9882,2012-02-21,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,Moderate
9883,2012-02-21,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,Moderate
9884,2012-02-21,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,Moderate
9885,2012-02-21,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,Moderate
9886,2012-02-21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,Moderate
9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,Cold
9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,Cold
9889,2012-02-22,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,Cold
9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,Moderate
9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,Moderate
9892,2012-02-22,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,Moderate
9893,2012-02-22,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,Cold
9894,2012-02-22,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,Cold
9895,2012-02-22,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,Cold
9896,2012-02-22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,Cold
9897,2012-02-22,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,Cold
9898,2012-02-22,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,Moderate
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,Moderate
9900,2012-02-22,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,Moderate
9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,Moderate
9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,Moderate
9903,2012-02-22,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,Moderate
9904,2012-02-22,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,Moderate
9905,2012-02-22,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,Moderate
9906,2012-02-22,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,Moderate
9907,2012-02-22,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,Moderate
9908,2012-02-22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,Moderate
9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,Moderate
9910,2012-02-22,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,Moderate
9911,2012-02-22,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,Moderate
9912,2012-02-23,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,Moderate
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,Moderate
9914,2012-02-23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,Moderate
9915,2012-02-23,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,Moderate
9916,2012-02-23,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,Moderate
9917,2012-02-23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,Moderate
9918,2012-02-23,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,Moderate
9919,2012-02-23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,Moderate
9920,2012-02-23,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,Moderate
9921,2012-02-23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,Moderate
9922,2012-02-23,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,Moderate
9923,2012-02-23,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,Moderate
9924,2012-02-23,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,Moderate
9925,2012-02-23,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,Moderate
9926,2012-02-23,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,Moderate
9927,2012-02-23,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,Moderate
9928,2012-02-23,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343,Moderate
9929,2012-02-23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,Moderate
9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,Moderate
9931,2012-02-23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,Moderate
9932,2012-02-23,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,Moderate
9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,Moderate
9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,Moderate
9935,2012-02-23,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85,Moderate
9936,2012-02-24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,Moderate
9937,2012-02-24,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,Moderate
9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,Moderate
9939,2012-02-24,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,Moderate
9940,2012-02-24,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,Moderate
9941,2012-02-24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,Moderate
9942,2012-02-24,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,Moderate
9943,2012-02-24,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,Moderate
9944,2012-02-24,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,Moderate
9945,2012-02-24,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,Moderate
9946,2012-02-24,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,Moderate
9947,2012-02-24,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,Moderate
9948,2012-02-24,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,Moderate
9949,2012-02-24,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,Moderate
9950,2012-02-24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,Moderate
9951,2012-02-24,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,Moderate
9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,Moderate
9953,2012-02-24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,Moderate
9954,2012-02-24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0.0,11,289,300,Moderate
9955,2012-02-24,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,Moderate
9956,2012-02-24,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,Moderate
9957,2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.194,1,151,152,Moderate
9958,2012-02-24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,Moderate
9959,2012-02-24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,Moderate
9960,2012-02-25,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,Moderate
9961,2012-02-25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,Moderate
9962,2012-02-25,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,Cold
9963,2012-02-25,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,Cold
9964,2012-02-25,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,Cold
9965,2012-02-25,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,Cold
9966,2012-02-25,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,Cold
9967,2012-02-25,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,Cold
9968,2012-02-25,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,Cold
9969,2012-02-25,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,Cold
9970,2012-02-25,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,Cold
9971,2012-02-25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,Cold
9972,2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,Cold
9973,2012-02-25,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,Cold
9974,2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,Cold
9975,2012-02-25,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,Cold
9976,2012-02-25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,Cold
9977,2012-02-25,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,Cold
9978,2012-02-25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,Cold
9979,2012-02-25,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,Cold
9980,2012-02-25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,Cold
9981,2012-02-25,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,Cold
9982,2012-02-25,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,Cold
9983,2012-02-25,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,Cold
9984,2012-02-26,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,Cold
9985,2012-02-26,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,Cold
9986,2012-02-26,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,Cold
9987,2012-02-26,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,Cold
9988,2012-02-26,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,Cold
9989,2012-02-26,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,Cold
9990,2012-02-26,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,Cold
9991,2012-02-26,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,Cold
9992,2012-02-26,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,Cold
9993,2012-02-26,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,Cold
9994,2012-02-26,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,Cold
9995,2012-02-26,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,Cold
9996,2012-02-26,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,Cold
9997,2012-02-26,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0.0,58,267,325,Cold
9998,2012-02-26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0.0,68,263,331,Moderate
9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353,Moderate
10000,2012-02-26,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,Moderate
10001,2012-02-26,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,Moderate
10002,2012-02-26,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,Moderate
10003,2012-02-26,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,Moderate
10004,2012-02-26,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,Cold
10005,2012-02-26,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,Cold
10006,2012-02-26,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,Cold
10007,2012-02-26,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,Cold
10008,2012-02-27,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29,Cold
10009,2012-02-27,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6,Cold
10010,2012-02-27,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4,Cold
10011,2012-02-27,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2,Cold
10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1,Cold
10013,2012-02-27,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16,Cold
10014,2012-02-27,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90,Cold
10015,2012-02-27,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280,Cold
10016,2012-02-27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,14,514,528,Cold
10017,2012-02-27,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230,Cold
10018,2012-02-27,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104,Cold
10019,2012-02-27,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103,Moderate
10020,2012-02-27,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177,Moderate
10021,2012-02-27,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182,Moderate
10022,2012-02-27,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158,Moderate
